data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36,data_37,data_38,data_39,data_40,data_41,data_42,data_43,data_44,data_45,data_46,data_47,data_48,data_49,data_50,data_51,data_52,data_53,data_54,data_55,data_56,data_57,data_58,data_59,data_60,data_61,data_62,data_63,data_64,data_65,data_66,data_67,data_68,data_69,data_70,data_71,data_72,data_73,data_74,data_75,data_76,data_77,data_78,data_79,data_80,data_81,data_82,data_83,data_84,data_85,data_86,data_87,data_88,data_89,data_90,data_91,data_92,data_93,data_94,data_95,data_96,data_97,data_98,data_99,data_100,data_101,data_102,data_103,data_104,data_105,data_106,data_107,data_108,data_109,data_110,data_111,data_112,data_113,data_114,data_115,data_116,data_117,data_118,data_119,data_120,data_121,data_122,data_123,data_124,data_125,data_126,data_127,data_128,data_129,data_130,data_131,data_132,data_133,data_134,data_135
6.4558,6.4549026,6.4079013,6.313492,6.1739645,6.123001,6.0586123,5.986895,5.883055,5.8231926,5.71799,5.6256304,5.5212646,5.4514165,5.3788543,5.282559,5.2073507,5.164304,5.134344,5.122606,5.093759,5.0610814,5.01544,4.9706936,4.9119368,4.812512,4.746227,4.6867537,4.5921254,4.541144,4.4785395,4.4395757,4.44175,4.4555407,4.5118294,4.521107,4.5487223,4.5539303,4.535649,4.509206,4.4856486,4.4767976,4.438619,4.447133,4.4769764,1.1054,1.326885,1.49978,1.6212617,1.6924888,1.846322,1.9801967,2.0998297,2.1802,2.297301,2.3618028,2.4319475,2.4829996,2.5616388,2.6308181,2.6697257,2.7234032,2.8031554,2.890143,2.9897366,3.0668426,3.1349704,3.1852152,3.231658,3.2596083,3.2426174,3.254694,3.269704,3.2458658,3.262159,3.2634852,3.2852707,3.345168,3.4138045,3.5222034,3.5809906,3.6556432,3.7055392,3.729713,3.7436032,3.758363,3.785913,3.7823153,3.82368,3.8847306,-1.4502,-1.3360428,-1.2845297,-1.2879351,-1.3360007,-1.2981068,-1.2805479,-1.2742294,-1.3000977,-1.2819325,-1.308047,-1.3177856,-1.3356819,-1.3160925,-1.2974086,-1.2990382,-1.2759347,-1.2191424,-1.1491877,-1.0616422,-0.99136716,-0.9240123,-0.86799324,-0.80905807,-0.7618082,-0.7515964,-0.70485014,-0.64929163,-0.62651193,-0.5582927,-0.50089955,-0.41954622,-0.2981453,-0.16716328,0.0034766241,0.12457455,0.26208362,0.3754065,0.46414647,0.5439883,0.62592506,0.72144526,0.78659767,0.8971039,1.0268456
