data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36,data_37,data_38,data_39,data_40,data_41,data_42,data_43,data_44,data_45,data_46,data_47,data_48,data_49,data_50
11.569838,11.292991,10.894575,10.670002,10.454238,10.491434,10.438732,10.458613,10.114356,10.069187,9.936415,9.508186,9.341347,9.033673,8.950023,8.876528,8.865587,8.392169,8.361254,8.560296,8.31538,8.036188,8.1368,7.973606,7.911887,8.073634,7.915471,7.6372094,7.5158396,7.425735,7.2338905,7.3281713,7.2395363,7.414695,7.4328766,7.6051807,7.672813,7.423057,7.3950033,7.5059085,7.618538,7.5530853,7.374607,7.3774667,7.2363467,7.130582,7.048586,7.0553236,7.25192,7.555191
