data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10
0.07593286,-3.5717454,-0.83169806,-2.5373225,-1.2939178,1.3772441,-0.51707023,1.8703276,-0.469369,-0.8776821
