data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36,data_37,data_38,data_39,data_40,data_41,data_42,data_43,data_44,data_45,data_46,data_47,data_48,data_49,data_50,data_51,data_52,data_53,data_54,data_55,data_56,data_57,data_58,data_59,data_60,data_61,data_62,data_63,data_64,data_65,data_66,data_67,data_68,data_69,data_70,data_71,data_72,data_73,data_74,data_75,data_76,data_77,data_78,data_79,data_80,data_81,data_82,data_83,data_84,data_85,data_86,data_87,data_88,data_89,data_90,data_91,data_92,data_93,data_94,data_95,data_96,data_97,data_98,data_99,data_100,data_101,data_102,data_103,data_104,data_105,data_106,data_107,data_108,data_109,data_110,data_111,data_112,data_113,data_114,data_115,data_116,data_117,data_118,data_119,data_120,data_121,data_122,data_123,data_124,data_125,data_126,data_127,data_128,data_129,data_130,data_131,data_132,data_133,data_134,data_135
6.4558,6.624051,6.6359787,6.5709925,6.462689,6.591553,6.6279535,6.638043,6.5837927,6.647844,6.586518,6.5807624,6.5469065,6.5918818,6.6006365,6.5516906,6.5633407,6.625723,6.6787534,6.743601,6.747109,6.7488785,6.7289495,6.723639,6.692365,6.5910826,6.598664,6.602406,6.521165,6.55631,6.5356283,6.562376,6.650217,6.7153215,6.8403087,6.8205433,6.86513,6.855849,6.816413,6.7878227,6.781629,6.8079677,6.7612543,6.832243,6.910697,1.1054,1.3605818,1.5178126,1.6140841,1.6687032,1.9574233,2.1491268,2.3095787,2.4007328,2.605334,2.6798465,2.8053682,2.8983793,3.0659592,3.1931982,3.2587554,3.3810608,3.5503798,3.7067537,3.871472,3.9714947,4.0665355,4.1367435,4.218541,4.271448,4.251518,4.3377175,4.417436,4.4096184,4.51572,4.5636096,4.656625,4.8085065,4.9354997,5.1202955,5.158329,5.2587724,5.303471,5.3162007,5.338023,5.3805485,5.4539685,5.452755,5.567714,5.6886616,-1.4502,-1.3764458,-1.3939283,-1.4697223,-1.5815331,-1.4707545,-1.477646,-1.5244226,-1.640347,-1.6449881,-1.7796248,-1.8572865,-1.9623461,-1.9899472,-2.0563927,-2.1765954,-2.2318454,-2.2373123,-2.2541344,-2.2601585,-2.3251798,-2.386084,-2.4615252,-2.5147955,-2.5859797,-2.7153566,-2.7260816,-2.7350845,-2.8202543,-2.7816708,-2.793762,-2.753042,-2.649331,-2.5673604,-2.4252903,-2.4249284,-2.3549056,-2.3338523,-2.336045,-2.320373,-2.2764838,-2.1958232,-2.1832376,-2.0492342,-1.9068147
